timestamp,source,query,file,status,notes
2025-11-11T19:59:28.417602+00:00,openlibrary,postpartum depression management,,error,"HTTPSConnectionPool(host='openlibrary.org', port=443): Max retries exceeded with url: /search.json?q=postpartum+depression+management&limit=5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B26C9C4410>: Failed to resolve 'openlibrary.org' ([Errno 11001] getaddrinfo failed)""))"
2025-11-11T19:59:30.421859+00:00,pubmed,pregnancy vitamin supplementation,,error,"HTTPSConnectionPool(host='eutils.ncbi.nlm.nih.gov', port=443): Max retries exceeded with url: /entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=5&term=pregnancy+vitamin+supplementation&api_key=131cffb1ce8f221633ba8a6375d061c5cb09 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B26C9C47D0>: Failed to resolve 'eutils.ncbi.nlm.nih.gov' ([Errno 11001] getaddrinfo failed)""))"
2025-11-11T19:59:31.425605+00:00,crossref,pregnancy vitamin supplementation,,error,"HTTPSConnectionPool(host='api.crossref.org', port=443): Max retries exceeded with url: /works?query.title=pregnancy+vitamin+supplementation&rows=5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B26C9C4B90>: Failed to resolve 'api.crossref.org' ([Errno 11001] getaddrinfo failed)""))"
2025-11-11T19:59:32.428482+00:00,semantic_scholar,pregnancy vitamin supplementation,,error,"HTTPSConnectionPool(host='api.semanticscholar.org', port=443): Max retries exceeded with url: /graph/v1/paper/search?query=pregnancy+vitamin+supplementation&limit=5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B26C91B390>: Failed to resolve 'api.semanticscholar.org' ([Errno 11001] getaddrinfo failed)""))"
2025-11-11T19:59:33.430773+00:00,sciencedirect,pregnancy vitamin supplementation,,error,"HTTPSConnectionPool(host='api.elsevier.com', port=443): Max retries exceeded with url: /content/search/sciencedirect?query=pregnancy+vitamin+supplementation&count=5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B26C91B750>: Failed to resolve 'api.elsevier.com' ([Errno 11001] getaddrinfo failed)""))"
2025-11-11T19:59:34.434153+00:00,google_books,pregnancy vitamin supplementation,,error,"HTTPSConnectionPool(host='www.googleapis.com', port=443): Max retries exceeded with url: /books/v1/volumes?q=pregnancy+vitamin+supplementation&maxResults=5&key=AIzaSyB57bbMzfP9WezW1UPuaJpVc6Rr66S9cjE (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B26C91BC50>: Failed to resolve 'www.googleapis.com' ([Errno 11001] getaddrinfo failed)""))"
2025-11-11T19:59:35.439142+00:00,openlibrary,pregnancy vitamin supplementation,,error,"HTTPSConnectionPool(host='openlibrary.org', port=443): Max retries exceeded with url: /search.json?q=pregnancy+vitamin+supplementation&limit=5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B26C91B610>: Failed to resolve 'openlibrary.org' ([Errno 11001] getaddrinfo failed)""))"
2025-11-11T19:59:37.443242+00:00,pubmed,AI in maternal health monitoring,,error,"HTTPSConnectionPool(host='eutils.ncbi.nlm.nih.gov', port=443): Max retries exceeded with url: /entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=5&term=AI+in+maternal+health+monitoring&api_key=131cffb1ce8f221633ba8a6375d061c5cb09 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B26C9C47D0>: Failed to resolve 'eutils.ncbi.nlm.nih.gov' ([Errno 11001] getaddrinfo failed)""))"
2025-11-11T19:59:38.446372+00:00,crossref,AI in maternal health monitoring,,error,"HTTPSConnectionPool(host='api.crossref.org', port=443): Max retries exceeded with url: /works?query.title=AI+in+maternal+health+monitoring&rows=5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B26C9C4410>: Failed to resolve 'api.crossref.org' ([Errno 11001] getaddrinfo failed)""))"
2025-11-11T19:59:39.449205+00:00,semantic_scholar,AI in maternal health monitoring,,error,"HTTPSConnectionPool(host='api.semanticscholar.org', port=443): Max retries exceeded with url: /graph/v1/paper/search?query=AI+in+maternal+health+monitoring&limit=5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B26C9C5090>: Failed to resolve 'api.semanticscholar.org' ([Errno 11001] getaddrinfo failed)""))"
2025-11-11T19:59:40.451779+00:00,sciencedirect,AI in maternal health monitoring,,error,"HTTPSConnectionPool(host='api.elsevier.com', port=443): Max retries exceeded with url: /content/search/sciencedirect?query=AI+in+maternal+health+monitoring&count=5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B26C9C5590>: Failed to resolve 'api.elsevier.com' ([Errno 11001] getaddrinfo failed)""))"
2025-11-11T19:59:41.454587+00:00,google_books,AI in maternal health monitoring,,error,"HTTPSConnectionPool(host='www.googleapis.com', port=443): Max retries exceeded with url: /books/v1/volumes?q=AI+in+maternal+health+monitoring&maxResults=5&key=AIzaSyB57bbMzfP9WezW1UPuaJpVc6Rr66S9cjE (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B26C9C5950>: Failed to resolve 'www.googleapis.com' ([Errno 11001] getaddrinfo failed)""))"
2025-11-11T19:59:44.529975+00:00,openlibrary,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_AI_in_maternal_health_monitoring_1762891184.json,success,0 docs retrieved.
2025-11-13T21:18:18.179840+00:00,pubmed,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_maternal_nutrition_during_pregnancy_1763068698.xml,success,5 articles retrieved.
2025-11-13T21:18:20.782048+00:00,crossref,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_maternal_nutrition_during_pregnancy_1763068700.json,success,5 articles retrieved.
2025-11-13T21:18:22.805063+00:00,semantic_scholar,maternal nutrition during pregnancy,,error,Search failed with status 429
2025-11-13T21:18:25.200232+00:00,sciencedirect,maternal nutrition during pregnancy,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=maternal+nutrition+during+pregnancy&count=5
2025-11-13T21:18:27.912384+00:00,google_books,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_maternal_nutrition_during_pregnancy_1763068707.json,success,5 items retrieved.
2025-11-13T21:18:30.518378+00:00,openlibrary,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_maternal_nutrition_during_pregnancy_1763068710.json,success,5 docs retrieved.
2025-11-13T21:18:35.432368+00:00,pubmed,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_fertility_and_menstrual_cycle_prediction_1763068715.xml,success,5 articles retrieved.
2025-11-13T21:18:38.015846+00:00,crossref,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_fertility_and_menstrual_cycle_prediction_1763068718.json,success,5 articles retrieved.
2025-11-13T21:18:39.681988+00:00,semantic_scholar,fertility and menstrual cycle prediction,,error,Search failed with status 429
2025-11-13T21:18:41.693729+00:00,sciencedirect,fertility and menstrual cycle prediction,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=fertility+and+menstrual+cycle+prediction&count=5
2025-11-13T21:18:44.329143+00:00,google_books,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_fertility_and_menstrual_cycle_prediction_1763068724.json,success,5 items retrieved.
2025-11-13T21:18:46.498403+00:00,openlibrary,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_fertility_and_menstrual_cycle_prediction_1763068726.json,success,0 docs retrieved.
2025-11-13T21:18:51.477901+00:00,pubmed,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_gestational_diabetes_prevention_1763068731.xml,success,5 articles retrieved.
2025-11-13T21:18:53.961203+00:00,crossref,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_gestational_diabetes_prevention_1763068733.json,success,5 articles retrieved.
2025-11-13T21:19:53.074969+00:00,semantic_scholar,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_gestational_diabetes_prevention_1763068793.json,success,"search_returned:5, details_returned:0"
2025-11-13T21:19:55.048051+00:00,sciencedirect,gestational diabetes prevention,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=gestational+diabetes+prevention&count=5
2025-11-13T21:19:57.724443+00:00,google_books,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_gestational_diabetes_prevention_1763068797.json,success,5 items retrieved.
2025-11-13T21:19:59.894372+00:00,openlibrary,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_gestational_diabetes_prevention_1763068799.json,success,5 docs retrieved.
2025-11-13T21:20:04.973612+00:00,pubmed,prenatal exercrise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_prenatal_exercrise_and_fetal_health_1763068804.xml,success,5 articles retrieved.
2025-11-13T21:20:07.585421+00:00,crossref,prenatal exercrise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_prenatal_exercrise_and_fetal_health_1763068807.json,success,5 articles retrieved.
2025-11-13T21:20:49.841183+00:00,semantic_scholar,prenatal exercrise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_prenatal_exercrise_and_fetal_health_1763068849.json,success,"search_returned:5, details_returned:0"
2025-11-13T21:20:51.778125+00:00,sciencedirect,prenatal exercrise and fetal health,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=prenatal+exercrise+and+fetal+health&count=5
2025-11-13T21:20:53.897300+00:00,google_books,prenatal exercrise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_prenatal_exercrise_and_fetal_health_1763068853.json,success,5 items retrieved.
2025-11-13T21:20:55.963252+00:00,openlibrary,prenatal exercrise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_prenatal_exercrise_and_fetal_health_1763068855.json,success,0 docs retrieved.
2025-11-13T21:21:01.179843+00:00,pubmed,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_postpartum_depression_management_1763068861.xml,success,5 articles retrieved.
2025-11-13T21:21:03.773298+00:00,crossref,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_postpartum_depression_management_1763068863.json,success,5 articles retrieved.
2025-11-13T21:21:05.474797+00:00,semantic_scholar,postpartum depression management,,error,Search failed with status 429
2025-11-13T21:21:07.319400+00:00,sciencedirect,postpartum depression management,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=postpartum+depression+management&count=5
2025-11-13T21:21:10.288984+00:00,google_books,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_postpartum_depression_management_1763068870.json,success,5 items retrieved.
2025-11-13T21:21:12.445665+00:00,openlibrary,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_postpartum_depression_management_1763068872.json,success,5 docs retrieved.
2025-11-13T21:21:15.779626+00:00,pubmed,pregnancy vtamin supplementation,,no results,No articles found for the given query.
2025-11-13T21:21:18.733221+00:00,crossref,pregnancy vtamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_pregnancy_vtamin_supplementation_1763068878.json,success,5 articles retrieved.
2025-11-13T21:22:14.546776+00:00,semantic_scholar,pregnancy vtamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_pregnancy_vtamin_supplementation_1763068934.json,success,"search_returned:5, details_returned:0"
2025-11-13T21:22:16.463898+00:00,sciencedirect,pregnancy vtamin supplementation,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=pregnancy+vtamin+supplementation&count=5
2025-11-13T21:22:18.666665+00:00,google_books,pregnancy vtamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_pregnancy_vtamin_supplementation_1763068938.json,success,5 items retrieved.
2025-11-13T21:22:20.735370+00:00,openlibrary,pregnancy vtamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_pregnancy_vtamin_supplementation_1763068940.json,success,0 docs retrieved.
2025-11-13T21:22:25.937083+00:00,pubmed,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_AI_in_maternal_health_monitoring_1763068945.xml,success,5 articles retrieved.
2025-11-13T21:22:28.499991+00:00,crossref,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_AI_in_maternal_health_monitoring_1763068948.json,success,5 articles retrieved.
2025-11-13T21:23:15.200059+00:00,semantic_scholar,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_AI_in_maternal_health_monitoring_1763068995.json,success,"search_returned:5, details_returned:0"
2025-11-13T21:23:17.822722+00:00,sciencedirect,AI in maternal health monitoring,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=AI+in+maternal+health+monitoring&count=5
2025-11-13T21:23:20.040695+00:00,google_books,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_AI_in_maternal_health_monitoring_1763069000.json,success,5 items retrieved.
2025-11-13T21:23:22.146573+00:00,openlibrary,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_AI_in_maternal_health_monitoring_1763069002.json,success,0 docs retrieved.
2025-11-13T21:41:01.810831+00:00,pubmed,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_maternal_nutrition_during_pregnancy_1763070061.xml,success,5 articles retrieved.
2025-11-13T21:41:06.159643+00:00,crossref,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_maternal_nutrition_during_pregnancy_1763070066.json,success,5 articles retrieved.
2025-11-13T21:41:07.997551+00:00,semantic_scholar,maternal nutrition during pregnancy,,error,Search failed with status 429
2025-11-13T21:41:10.853147+00:00,sciencedirect,maternal nutrition during pregnancy,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=maternal+nutrition+during+pregnancy&count=5
2025-11-13T21:41:13.819193+00:00,google_books,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_maternal_nutrition_during_pregnancy_1763070073.json,success,5 items retrieved.
2025-11-13T21:41:16.243451+00:00,openlibrary,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_maternal_nutrition_during_pregnancy_1763070076.json,success,5 docs retrieved.
2025-11-13T21:41:21.428597+00:00,pubmed,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_fertility_and_menstrual_cycle_prediction_1763070081.xml,success,5 articles retrieved.
2025-11-13T21:41:24.046769+00:00,crossref,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_fertility_and_menstrual_cycle_prediction_1763070084.json,success,5 articles retrieved.
2025-11-13T21:41:26.066002+00:00,semantic_scholar,fertility and menstrual cycle prediction,,error,Search failed with status 429
2025-11-13T21:41:28.241770+00:00,sciencedirect,fertility and menstrual cycle prediction,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=fertility+and+menstrual+cycle+prediction&count=5
2025-11-13T21:41:30.933287+00:00,google_books,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_fertility_and_menstrual_cycle_prediction_1763070090.json,success,5 items retrieved.
2025-11-13T21:41:32.984608+00:00,openlibrary,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_fertility_and_menstrual_cycle_prediction_1763070092.json,success,0 docs retrieved.
2025-11-13T21:41:37.810365+00:00,pubmed,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_gestational_diabetes_prevention_1763070097.xml,success,5 articles retrieved.
2025-11-13T21:41:40.303945+00:00,crossref,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_gestational_diabetes_prevention_1763070100.json,success,5 articles retrieved.
2025-11-13T21:41:41.937477+00:00,semantic_scholar,gestational diabetes prevention,,error,Search failed with status 429
2025-11-13T21:41:43.778879+00:00,sciencedirect,gestational diabetes prevention,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=gestational+diabetes+prevention&count=5
2025-11-13T21:41:46.522227+00:00,google_books,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_gestational_diabetes_prevention_1763070106.json,success,5 items retrieved.
2025-11-13T21:41:48.651006+00:00,openlibrary,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_gestational_diabetes_prevention_1763070108.json,success,5 docs retrieved.
2025-11-13T21:41:55.992899+00:00,pubmed,prenatal exercrise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_prenatal_exercrise_and_fetal_health_1763070115.xml,success,5 articles retrieved.
2025-11-13T21:41:58.510939+00:00,crossref,prenatal exercrise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_prenatal_exercrise_and_fetal_health_1763070118.json,success,5 articles retrieved.
2025-11-13T21:42:36.266834+00:00,semantic_scholar,prenatal exercrise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_prenatal_exercrise_and_fetal_health_1763070156.json,success,"search_returned:5, details_returned:0"
2025-11-13T21:42:38.119116+00:00,sciencedirect,prenatal exercrise and fetal health,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=prenatal+exercrise+and+fetal+health&count=5
2025-11-13T21:42:40.613430+00:00,google_books,prenatal exercrise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_prenatal_exercrise_and_fetal_health_1763070160.json,success,5 items retrieved.
2025-11-13T21:42:42.703243+00:00,openlibrary,prenatal exercrise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_prenatal_exercrise_and_fetal_health_1763070162.json,success,0 docs retrieved.
2025-11-13T21:42:47.940678+00:00,pubmed,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_postpartum_depression_management_1763070167.xml,success,5 articles retrieved.
2025-11-13T21:42:50.549358+00:00,crossref,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_postpartum_depression_management_1763070170.json,success,5 articles retrieved.
2025-11-13T21:42:52.559503+00:00,semantic_scholar,postpartum depression management,,error,Search failed with status 429
2025-11-13T21:42:54.422600+00:00,sciencedirect,postpartum depression management,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=postpartum+depression+management&count=5
2025-11-13T21:42:57.759119+00:00,google_books,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_postpartum_depression_management_1763070177.json,success,5 items retrieved.
2025-11-13T21:42:59.858333+00:00,openlibrary,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_postpartum_depression_management_1763070179.json,success,5 docs retrieved.
2025-11-13T21:43:03.156166+00:00,pubmed,pregnancy vtamin supplementation,,no results,No articles found for the given query.
2025-11-13T21:43:05.727609+00:00,crossref,pregnancy vtamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_pregnancy_vtamin_supplementation_1763070185.json,success,5 articles retrieved.
